session_id,user_id,timestamp,message_count,sentiment,conversation_summary,user_email,user_location
52c5f0b6-8454-448d-a075-ff97f1f51ea1,d4f7b6dd-1022-4e5e-9940-4572b3ba1f17,2025-04-18 13:12:49,49,sadness,Conversation about emotional numbness and inability to connect with previously enjoyed activities. User described 'going through motions' of life.,85yujbc@inbox.com,"Munich, Germany"
bcff74ab-34a7-496c-a006-b278bc5c6993,d4f7b6dd-1022-4e5e-9940-4572b3ba1f17,2025-04-18 13:12:49,26,fear,"User expressed overwhelming fear of making wrong decisions, resulting in paralysis in moving forward with important life choices.",76gey9yo@yandex.com,"Gothenburg, Sweden"
5ee9e82a-9bb0-401c-8f13-294700ffb0b9,d4f7b6dd-1022-4e5e-9940-4572b3ba1f17,2025-04-18 13:12:49,23,happiness,User celebrated one month free from panic attacks and described their successful coping strategies when feeling overwhelmed.,67qx0u@protonmail.com,"Zurich, Switzerland"
9c9d0ca5-d729-48e7-bdb9-06b088f8a065,d4f7b6dd-1022-4e5e-9940-4572b3ba1f17,2025-04-18 13:12:49,42,sadness,User discussed feelings of isolation and disconnection from friends and family. Mentioned concerns about being a burden to others.,nm5izr@hotmail.com,"Rotterdam, Netherlands"
9caa185d-894d-47b6-8a8a-6e938ef4eb4e,e492667e-2ffc-4b26-ab21-b575880cdf49,2025-04-18 13:12:49,39,happiness,User expressed joy in rediscovering creative outlets that had been neglected due to depression. Described painting as 'bringing color back into life'.,231yi57h@outlook.com,"Rotterdam, Netherlands"
2ac943c2-c8ea-499d-97b2-fe0686872303,59990be3-5941-48c8-802f-18c6d0e2373e,2025-04-18 13:12:49,18,fear,Discussion about increasing agoraphobia and difficulty leaving home environment. User described planning life around avoiding anxiety triggers.,co3ylh2ulv@yandex.com,"Rotterdam, Netherlands"
fc9efa0a-ba4c-4bbc-a34f-185bb411b85a,48962900-d233-4818-88cc-6ef172fc5341,2025-04-18 13:12:49,10,fear,User described increasing anxiety about health issues and expressed worry about potential serious diagnosis despite lack of medical evidence.,52wkkq@fastmail.com,"Paris, France"
73b335fa-0a95-4889-9196-3592d90d87a3,48962900-d233-4818-88cc-6ef172fc5341,2025-04-18 13:12:49,22,happiness,Conversation about improved relationship with food and body image. User shared feeling more at peace and less controlled by negative thoughts.,6v7hmb@hotmail.com,"Hamburg, Germany"
716407e8-b627-4680-b023-1e9a0cb28383,59990be3-5941-48c8-802f-18c6d0e2373e,2025-04-18 13:12:49,48,fear,"User expressed overwhelming fear of making wrong decisions, resulting in paralysis in moving forward with important life choices.",639ex1m@tutanota.com,"Krakow, Poland"
8fce0e54-60a2-4115-8bc8-fc3c7a09f0b2,d4f7b6dd-1022-4e5e-9940-4572b3ba1f17,2025-04-18 13:12:49,39,sadness,Discussion about feeling unseen and unheard in family system despite attempts to communicate needs. User described persistent sadness about lack of connection.,32usct5@icloud.com,"Lisbon, Portugal"
1280d9f3-90ab-4764-84ab-19f4e32b1741,d4f7b6dd-1022-4e5e-9940-4572b3ba1f17,2025-04-18 13:12:49,39,fear,User expressed intense anxiety about climate change and future disasters. Described intrusive thoughts about safety that interfere with present enjoyment.,9qk30xt@gmx.com,"Athens, Greece"
d170bac3-b2f4-4fc5-8552-b623102b3502,1ff5fecf-ee82-438d-8ec9-26003d7c3bc4,2025-04-18 13:12:49,26,happiness,Conversation about improved relationship with food and body image. User shared feeling more at peace and less controlled by negative thoughts.,8bdixyj@yahoo.com,"Milan, Italy"
cf3bf306-715c-44ab-bae8-7746ac1b65d9,e492667e-2ffc-4b26-ab21-b575880cdf49,2025-04-18 13:12:49,33,fear,User described increasing anxiety about health issues and expressed worry about potential serious diagnosis despite lack of medical evidence.,8yc9d@yandex.com,"Edinburgh, UK"
e215bca9-eeed-47fe-b873-f991bab14102,e1911492-6f6a-4759-add6-72b06d9e6394,2025-04-18 13:12:49,14,happiness,Conversation about improved relationship with food and body image. User shared feeling more at peace and less controlled by negative thoughts.,oeicd@yahoo.com,"Ljubljana, Slovenia"
cf48a8b3-e2f0-4f61-98c2-542fd60d7959,6099a9ce-707e-49a1-87d4-e1139a1a3b84,2025-04-18 13:12:49,36,happiness,Discussion about successful integration of work-life balance strategies. User expressed satisfaction with newfound time for personal well-being.,f3ur4y@tutanota.com,"Seville, Spain"
a0b0dbae-e369-44cc-a5a8-38acc6d6a140,e1911492-6f6a-4759-add6-72b06d9e6394,2025-04-18 13:12:49,32,sadness,User expressed profound sadness over relationship breakdown and difficulty imagining future without partner. Described emptiness in daily routines.,2fcvq42@inbox.com,"Amsterdam, Netherlands"
4dc63448-e21e-49a1-b7dc-774e2ab8c5ed,d4f7b6dd-1022-4e5e-9940-4572b3ba1f17,2025-04-18 13:12:49,23,sadness,User discussed feelings of regret regarding major life decisions and inability to move forward from past mistakes. Expressed sense of time wasted.,zpjtq3ufbc@yahoo.com,"Prague, Czech Republic"
574e87c6-c2d3-4a30-ad8a-7b6b30c51d72,6099a9ce-707e-49a1-87d4-e1139a1a3b84,2025-04-18 13:12:49,39,fear,User shared increasing fear of driving after witnessing accident. Detailed avoidance behaviors that are limiting independence and employment options.,g8nwzf3hp7@fastmail.com,"Athens, Greece"
97b79fd8-7526-4ade-98dc-2122e20c1b77,48962900-d233-4818-88cc-6ef172fc5341,2025-04-18 13:12:49,41,sadness,Conversation about feeling left behind as peers advance in life milestones. User expressed shame about perceived inadequacy and stagnation.,pi2jg@mail.com,"Gothenburg, Sweden"
87394378-9504-4734-964c-fb86d216cb18,59990be3-5941-48c8-802f-18c6d0e2373e,2025-04-18 13:12:49,43,sadness,Conversation about feeling left behind as peers advance in life milestones. User expressed shame about perceived inadequacy and stagnation.,jfmvnf@live.com,"Venice, Italy"
5e7e2490-4610-4ba1-a624-baa0b6b546f4,36317782-1545-42cf-8ae5-3bdb38ad80f0,2025-04-18 13:12:49,30,happiness,User shared excitement about progress in therapy and new insights about personal growth. Described feeling 'lighter' and more authentic in relationships.,19j4iun8kn@gmail.com,"Seville, Spain"
eb013011-5929-43cf-af0c-06a5a2b25a16,e492667e-2ffc-4b26-ab21-b575880cdf49,2025-04-18 13:12:49,22,fear,Conversation about workplace anxiety and fear of failure. User described physical symptoms including heart palpitations when thinking about projects.,nxtqwpng3@gmx.com,"Rotterdam, Netherlands"
0957852b-c6d8-40d7-94b7-eb18e186f75b,5feb6a9d-b08f-4809-9046-8e62d4af3138,2025-04-18 13:12:49,43,happiness,User described breakthrough in understanding childhood patterns and how addressing these has led to healthier adult relationships and increased happiness.,qvqq2v6sgp@yandex.com,"Barcelona, Spain"
3d226e00-9451-4aba-8d0e-7e3265afaea0,59990be3-5941-48c8-802f-18c6d0e2373e,2025-04-18 13:12:49,36,happiness,Conversation about positive outcomes from setting healthier boundaries with family members. User reported increased self-respect and confidence.,56sdo@hotmail.com,"Milan, Italy"
