session_id,user_id,timestamp,message_count,sentiment,conversation_summary,user_email,user_location
b3af4951-ceb4-4d41-83bf-2babff139c1f,3e6298d2-6979-4d20-bad9-e64ea3ad919e,2025-03-29 13:13:36,50,sadness,User shared deep disappointment with self after failing to meet personal goals. Expressed feelings of worthlessness and questioning life direction.,rt4h1w@icloud.com,"Budapest, Hungary"
73dc01ca-52bb-488f-bed9-98694dce1dbf,3e6298d2-6979-4d20-bad9-e64ea3ad919e,2025-03-29 13:13:36,24,sadness,User discussed feelings of regret regarding major life decisions and inability to move forward from past mistakes. Expressed sense of time wasted.,4eohuyf3d@aol.com,"Amsterdam, Netherlands"
1a9d41d2-89dc-4d11-b39f-fc8a4753abce,3e6298d2-6979-4d20-bad9-e64ea3ad919e,2025-03-29 13:13:36,35,happiness,User discussed breakthrough in family relationships after applying communication techniques learned in therapy. Expressed happiness about deeper connections.,oih1h5@gmx.com,"Venice, Italy"
a4a5c7a5-6119-47f1-a756-4cf3303c5ca8,3e6298d2-6979-4d20-bad9-e64ea3ad919e,2025-03-29 13:13:36,24,happiness,Conversation about finding joy in small daily activities. User mentioned reconnecting with old hobbies and feeling a renewed sense of purpose.,5hb3ja5@yahoo.com,"Rotterdam, Netherlands"
61a4bb86-380a-4b10-9626-ef47997a0a04,3e6298d2-6979-4d20-bad9-e64ea3ad919e,2025-03-29 13:13:36,25,sadness,User shared feelings of disappointment after setback in recovery journey. Expressed concerns about returning to negative thought patterns.,xh1upt@tutanota.com,"Ljubljana, Slovenia"
c58347e1-a7a9-4c78-a0dc-548a2f8de253,3e6298d2-6979-4d20-bad9-e64ea3ad919e,2025-03-29 13:13:36,20,sadness,User shared deep disappointment with self after failing to meet personal goals. Expressed feelings of worthlessness and questioning life direction.,tsk2r3i@yahoo.com,"Athens, Greece"
27398fc2-a365-4e9f-9fb2-c936bd81f32f,3e6298d2-6979-4d20-bad9-e64ea3ad919e,2025-03-29 13:13:36,13,happiness,Discussion about significant improvement in sleep patterns after implementing recommended bedtime routine. User expressed gratitude for the positive changes.,ncl74106i@mail.com,"Rotterdam, Netherlands"
afe37766-ee72-4da5-9ba9-4ea5ddc09a96,3e6298d2-6979-4d20-bad9-e64ea3ad919e,2025-03-29 13:13:36,19,happiness,User discussed breakthrough in family relationships after applying communication techniques learned in therapy. Expressed happiness about deeper connections.,pg53iz01t2@gmail.com,"Vienna, Austria"
7d8aa27e-e92a-4cf8-81bd-8be86c5fc6ab,3e6298d2-6979-4d20-bad9-e64ea3ad919e,2025-03-29 13:13:36,30,happiness,User reported milestone of completing an important project despite previous anxiety. Expressed pride in perseverance and growth in self-confidence.,omtuu@fastmail.com,"Lisbon, Portugal"
8af0588f-44f7-4c9b-9bf7-c36d1e2e0dc8,39a24091-c033-4b8e-8c1a-21ed06b287c9,2025-03-29 13:13:36,14,sadness,User expressed feelings of persistent loneliness despite social interactions. They described difficulty finding meaning in daily activities.,h8y0hyv6r@inbox.com,"Hamburg, Germany"
